hour,txn_velocity_per_hour,amount_rank,is_high_value,log_amount,merchant_risk_score,scaled_Amount,scaled_Time,actual_class,fraud_probability,risk_score,risk_band,fraud_label
12,4101,0.2484208604423346,0,1.8702625307159984,0.0384609699624177,-0.3312798997621042,0.3316863137248518,0,9.253771e-05,0.0,None,Legitimate
12,2209,0.4160571896055925,0,2.769458829230853,0.0864491338167939,-0.2934580043674511,0.1277613803257569,0,0.00020550459,0.0,None,Legitimate
19,16166,0.7746421260713395,0,4.499031589926425,0.2671306514997965,0.0023204122600788,1.1582519359657926,0,0.00011182985,0.0,None,Legitimate
17,16570,0.1975144571587074,0,1.4906543764441331,0.0990942339314793,-0.339475976459677,0.938175575065964,0,0.0011100289,0.1,Low,Legitimate
13,10276,0.5526830450094274,0,3.4183822064162563,0.3045463557541723,-0.2352058885217751,0.4360704416533228,0,0.00042985642,0.0,None,Legitimate
8,17039,0.2749879743124291,0,2.1041341542702074,0.2216530591346367,-0.3244431723704702,-0.566370959578659,0,0.0009986527,0.1,Low,Legitimate
22,15441,0.1642112026740916,0,1.095273387402595,0.1531508777822569,-0.345273201440887,1.5107405212784164,0,0.0013017495,0.1,Low,Legitimate
5,16570,0.755799541443855,0,4.3899948043230586,0.0990942339314793,-0.0348218084816048,-0.8678361956940495,0,0.0020848706,0.2,Low,Legitimate
10,17703,0.0405204226019725,0,0.636576829071551,0.0783519917195005,-0.3496710962542187,-0.3440835166872045,0,0.00074692635,0.1,Low,Legitimate
13,10276,0.1358182909830165,0,1.0260415958332745,0.3045463557541723,-0.3460728186796746,0.4724164180109062,0,0.00017928214,0.0,None,Legitimate
9,16756,0.581421804941592,0,3.547315889792149,0.3098079184139659,-0.2184139265072357,-0.4577963048279637,0,0.0013823945,0.1,Low,Legitimate
20,15649,0.2396289417043822,0,1.791759469228055,0.1527022786970405,-0.3332389619971337,1.2936122697007555,0,0.00064958836,0.1,Low,Legitimate
19,16166,0.5811883134894859,0,3.543853682063679,0.2671306514997965,-0.2188936968505082,1.1394682679988375,0,0.0001905212,0.0,None,Legitimate
11,7695,0.6684351157099369,0,3.9318256327243257,0.1935246582352076,-0.1533250832699258,-0.1669653201961071,0,0.0016421643,0.2,Low,Legitimate
4,15365,0.7676988276271299,0,4.454231010422805,0.1140461642323553,-0.0134320473440367,-0.9710200219699237,0,0.010987274,1.1,Low,Legitimate
21,16756,0.9428156611319244,0,5.794841205603168,0.3098079184139659,0.9565436441672506,1.4134107977994186,0,0.0007125058,0.1,Low,Legitimate
1,4101,0.5842939253599806,0,3.563032744247961,0.0384609699624177,-0.2162149791005698,-1.4873603118238896,0,6.7690096e-05,0.0,None,Legitimate
10,17703,0.9068421773341244,0,5.387289320350301,0.0783519917195005,0.5167941436960148,-0.3669945377051944,0,0.0037499375,0.4,Low,Legitimate
1,10276,0.500196624380721,0,3.1354942159291497,0.3045463557541723,-0.2652714967001885,-1.346735497156484,0,0.00029947382,0.0,None,Legitimate
0,4220,0.3628720501953955,0,2.4840729690394228,0.4758500101408589,-0.3092904256954454,-1.9200164127757489,0,0.00035096967,0.0,None,Legitimate
19,16166,0.4641213172429048,0,2.975529566236472,0.2671306514997965,-0.2788649897595776,1.1282654525746,0,0.00046643487,0.0,None,Legitimate
3,16856,0.1528210331908977,0,1.091923300517313,0.4852558275593772,-0.3453131823028263,-1.1439898074862562,0,0.00020034482,0.0,None,Legitimate
8,17039,0.0830334226335729,0,0.6931471805599453,0.2216530591346367,-0.3492313067728856,-0.5578003846206425,0,0.00010095016,0.0,None,Legitimate
20,17039,0.1358182909830165,0,1.0260415958332745,0.2216530591346367,-0.3460728186796746,1.262235963343398,0,0.001086127,0.1,Low,Legitimate
22,17703,0.985807933091532,1,6.739005211498259,0.0783519917195005,3.020035890582508,1.485386781107773,0,0.0017825195,0.2,Low,Legitimate
17,16461,0.980874767825229,1,6.5653917225653,0.0998682098281825,2.481773546292641,0.977406486974526,0,0.00044920048,0.0,None,Legitimate
14,16598,0.7406032857338478,0,4.31748811353631,0.0200864022049431,-0.0573710146154148,0.6174844545852933,0,6.830832e-05,0.0,None,Legitimate
20,15649,0.8000540717046982,0,4.61512051684126,0.1527022786970405,0.0465792264269719,1.3012141801672028,0,0.00046421835,0.0,None,Legitimate
21,17703,0.007670106422946,0,0.009950330853168,0.0783519917195005,-0.3531894121048841,1.4469560703009423,0,0.00087533507,0.1,Low,Legitimate
13,10276,0.0549582699863416,0,0.688134638736401,0.3045463557541723,-0.3492712876348249,0.4294161377547154,0,0.00036424558,0.0,None,Legitimate
9,16756,0.0830334226335729,0,0.6931471805599453,0.3098079184139659,-0.3492313067728856,-0.4659036054639252,0,0.0003345799,0.0,None,Legitimate
18,16461,0.5638011003943021,0,3.4339872044851463,0.0998682098281825,-0.2332868071486848,1.0240076721885074,0,0.0002692606,0.0,None,Legitimate
16,16570,0.0830334226335729,0,0.6931471805599453,0.0990942339314793,-0.3492313067728856,0.8896581187925735,0,0.0026434187,0.3,Low,Legitimate
14,15838,0.6764738928467348,0,3.974058396347599,0.3569555631200622,-0.1445292936432622,0.5807173197531145,0,0.010077264,1.0,Low,Legitimate
20,15649,0.3333520594648306,0,2.39698576841553,0.1527022786970405,-0.3132885118893834,1.300350805294282,0,0.00013633436,0.0,None,Legitimate
2,16598,0.620941549891681,0,3.713572066704308,0.0200864022049431,-0.1933059452093053,-1.2312117275749646,0,0.000115337294,0.0,None,Legitimate
3,16856,0.723962191940507,0,4.227709274289524,0.4852558275593772,-0.0831186897043753,-1.145379630452421,0,0.0004285627,0.0,None,Legitimate
3,16856,0.9802006270913284,1,6.5479038668343295,0.4852558275593772,2.432557105245264,-1.1028426245182852,0,0.0012585926,0.1,Low,Legitimate
18,16453,0.5079562651198882,0,3.1780538303479458,0.1590786990501735,-0.2612734105062506,1.0741255306653603,0,0.0006479402,0.1,Low,Legitimate
0,7695,0.2279526135242462,0,1.7369512327330598,0.1935246582352076,-0.3345183495791939,-1.9745774931595832,0,0.022680592,2.3,Low,Legitimate
2,15838,0.4982619809204128,0,3.131136910560194,0.3569555631200622,-0.2656713053195823,-1.2516800294403012,0,0.00021878876,0.0,None,Legitimate
0,7695,0.6428985242637997,0,3.828641396489095,0.1935246582352076,-0.1733155142396155,-1.949750201082184,0,0.00073897344,0.1,Low,Legitimate
11,15441,0.6684351157099369,0,3.9318256327243257,0.1531508777822569,-0.1533250832699258,-0.281162440582651,0,0.00034032177,0.0,None,Legitimate
1,7243,0.5390474953213931,0,3.342861804649192,0.4344263114297182,-0.2440816398723173,-1.4561735267801,0,9.6087664e-05,0.0,None,Legitimate
2,15838,0.5079562651198882,0,3.1780538303479458,0.3569555631200622,-0.2612734105062506,-1.269558206686876,0,0.00077068456,0.1,Low,Legitimate
5,15365,0.7630570877822526,0,4.42376820625352,0.1140461642323553,-0.0237471097243967,-0.9412651757397584,0,0.00017305404,0.0,None,Legitimate
8,15649,0.4248859754149301,0,2.772588722239781,0.1527022786970405,-0.2932581000577542,-0.5297512302125885,0,0.00031939842,0.0,None,Legitimate
8,15649,0.447546935293023,0,2.8713021951758138,0.1527022786970405,-0.2866212769758172,-0.5488507670354902,0,0.0015159798,0.2,Low,Legitimate
1,10276,0.7495970955770048,0,4.356708826689592,0.3045463557541723,-0.045376756033601,-1.3217186837655168,0,0.0007602123,0.1,Low,Legitimate
5,16570,0.4333197568879978,0,2.785628335747585,0.0990942339314793,-0.2924185019570272,-0.8623611355243093,0,0.0015621716,0.2,Low,Legitimate
14,15838,0.713477899068492,0,4.165113633110308,0.3569555631200622,-0.0997507282711572,0.566924379710115,0,0.0008481155,0.1,Low,Legitimate
4,15365,0.441721938014164,0,2.8320361808832013,0.1140461642323553,-0.289339975587695,-0.9541947409098372,0,0.004448699,0.4,Low,Legitimate
7,17039,0.1851727661188102,0,1.3056264580524355,0.2216530591346367,-0.3424745411051304,-0.6230167744117409,0,0.0007812094,0.1,Low,Legitimate
20,15649,0.5254804130516455,0,3.258096538021482,0.1527022786970405,-0.2532772381183746,1.278366332920402,0,0.00021591585,0.0,None,Legitimate
20,16756,0.8154820632919837,0,4.710250662438599,0.3098079184139659,0.0868799352618665,1.356154303178173,0,0.0032507775,0.3,Low,Legitimate
21,17703,0.7041417521339012,0,4.110873864173311,0.0783519917195005,-0.1133442213305462,1.4377537576310329,0,0.00011961511,0.0,None,Legitimate
11,10938,0.5372006306024781,0,3.331847303527362,0.1895173032139089,-0.2453210465924381,-0.2188309863425311,0,0.0006863245,0.1,Low,Legitimate
2,16598,0.0830334226335729,0,0.6931471805599453,0.0200864022049431,-0.3492313067728856,-1.2124070016842796,0,0.015423429,1.5,Low,Legitimate
12,2209,0.9672883742323748,1,6.2166061010848646,0.0864491338167939,1.6458137040021537,0.1316149803683049,0,0.0012334102,0.1,Low,Legitimate
21,17703,0.1528210331908977,0,1.091923300517313,0.0783519917195005,-0.3453131823028263,1.4550001971657147,0,8.983717e-05,0.0,None,Legitimate
22,15441,0.0405204226019725,0,0.636576829071551,0.1531508777822569,-0.3496710962542187,1.526470790304555,0,0.00025411398,0.0,None,Legitimate
11,15441,0.3893864968206539,0,2.58851563240702,0.1531508777822569,-0.3040129519194473,-0.2634527267259143,0,0.06790368,6.8,Low,Legitimate
16,15365,0.8979115681847707,0,5.303304908059076,0.1140461642323553,0.4463878458207674,0.8146076786196723,0,0.0005934997,0.1,Low,Legitimate
22,10938,0.1947827827265481,0,1.4060969884160703,0.1895173032139089,-0.3409152874894946,1.5718295580184798,0,0.00034899564,0.0,None,Legitimate
22,15441,0.1955727913990878,0,1.423108334242607,0.1531508777822569,-0.3406354214559189,1.541127105220475,0,0.0015518597,0.2,Low,Legitimate
20,15649,0.0405204226019725,0,0.636576829071551,0.1527022786970405,-0.3496710962542187,1.2663422584707031,0,0.09758689,9.8,Low,Legitimate
6,16453,0.0830334226335729,0,0.6931471805599453,0.1590786990501735,-0.3492313067728856,-0.7303490116623798,0,0.01687635,1.7,Low,Legitimate
13,10276,0.4680415158335294,0,2.995732273553991,0.3045463557541723,-0.2772657552820023,0.4779546519518358,0,0.0004931293,0.0,None,Legitimate
7,16166,0.7766452369499345,0,4.508879525669805,0.2671306514997965,0.0058787089726835,-0.6911812735250071,0,0.00033343353,0.0,None,Legitimate
7,16166,0.4695021540903138,0,3.004196351966121,0.2671306514997965,-0.2765860806290329,-0.6594890983117029,0,0.00024022542,0.0,None,Legitimate
16,15420,0.927414003167057,0,5.608152243640951,0.4178968939922066,0.7328107407544824,0.8064582621362513,0,0.00038886417,0.0,None,Legitimate
20,16756,0.7253754296769391,0,4.236133434493478,0.3098079184139659,-0.0807997997118913,1.3444882134318803,0,0.000927948,0.1,Low,Legitimate
2,16598,0.7915869343099011,0,4.587820547652979,0.0200864022049431,0.0357044319794607,-1.185347569691525,0,0.00020231493,0.0,None,Legitimate
4,15365,0.9711190385067784,1,6.293419278846481,0.1140461642323553,1.805737151759672,-0.9495619976892876,0,0.0009854898,0.1,Low,Legitimate
11,10938,0.9906480528919585,1,6.968144578994921,0.1895173032139089,3.889739580349831,-0.2256537536309767,0,0.016639499,1.7,Low,Legitimate
11,10938,0.5603127732113325,0,3.433664571799657,0.1895173032139089,-0.2333267880106243,-0.2378252335467839,0,0.0020421215,0.2,Low,Legitimate
17,16461,0.8863177520215444,0,5.205763384937429,0.0998682098281825,0.3717035957180064,1.0066138271877172,0,0.00014211414,0.0,None,Legitimate
4,15420,0.0830334226335729,0,0.6931471805599453,0.4178968939922066,-0.3492313067728856,-1.0471233583293131,0,0.06140403,6.1,Low,Legitimate
8,15649,0.0405204226019725,0,0.636576829071551,0.1527022786970405,-0.3496710962542187,-0.5063137611013543,0,0.0019516969,0.2,Low,Legitimate
2,15838,0.0830334226335729,0,0.6931471805599453,0.3569555631200622,-0.3492313067728856,-1.2562285409659315,0,0.055226985,5.5,Low,Legitimate
8,15649,0.1528210331908977,0,1.091923300517313,0.1527022786970405,-0.3453131823028263,-0.546660742967594,0,0.000982481,0.1,Low,Legitimate
1,2990,0.3788074029079341,0,2.553343811341229,0.0864373149647392,-0.3058520715686588,-1.5461961507248676,0,0.00015343331,0.0,None,Legitimate
19,16166,0.765485047769191,0,4.441945124885125,0.2671306514997965,-0.0176300378476716,1.129907970625522,0,0.0039583556,0.4,Low,Legitimate
14,16598,0.6184521447857672,0,3.7133281345162463,0.0200864022049431,-0.1933459260712447,0.5851394837363663,0,0.0003749872,0.0,None,Legitimate
7,16453,0.0549582699863416,0,0.688134638736401,0.1590786990501735,-0.3492712876348249,-0.708238191746121,0,0.0035468892,0.4,Low,Legitimate
11,7695,0.6089843297390864,0,3.6871279210751298,0.1935246582352076,-0.1975838974368189,-0.16119544909415,0,0.0013005789,0.1,Low,Legitimate
1,10276,0.2396289417043822,0,1.791759469228055,0.3045463557541723,-0.3332389619971337,-1.3163489132144257,0,0.000107495536,0.0,None,Legitimate
13,7243,0.5918060300484188,0,3.597312260588446,0.4344263114297182,-0.2112973330820261,0.4273945770766574,0,0.00011748709,0.0,None,Legitimate
22,17703,0.3893864968206539,0,2.58851563240702,0.0783519917195005,-0.3040129519194473,1.4874504576332903,0,0.003937088,0.4,Low,Legitimate
3,16856,0.1150551074938467,0,0.8285518175661483,0.4852558275593772,-0.3480718617766435,-1.088165251678635,0,0.011170802,1.1,Low,Legitimate
9,16756,0.7584188590870309,0,4.394449154672439,0.3098079184139659,-0.0333824974517871,-0.4498364096581105,0,0.00010921512,0.0,None,Legitimate
22,17703,0.6932413880276819,0,4.067144642295446,0.0783519917195005,-0.1237792262967243,1.4812173122092789,0,0.0003256239,0.0,None,Legitimate
19,16166,0.8065303872446955,0,4.653960350157523,0.2671306514997965,0.0625715712027237,1.1599155119404445,0,0.00022251964,0.0,None,Legitimate
0,2990,0.3788074029079341,0,2.553343811341229,0.0864373149647392,-0.3058520715686588,-1.5589361945813784,0,0.00014268211,0.0,None,Legitimate
11,10938,0.1940085742274593,0,1.3887912413184778,0.1895173032139089,-0.3411951535230703,-0.1781049618491555,0,0.007401903,0.7,Low,Legitimate
12,4220,0.6040529200476112,0,3.661251286996462,0.4758500101408589,-0.2016619453546357,-0.0519679987078319,0,5.9742135e-05,0.0,None,Legitimate
16,15365,0.1358182909830165,0,1.0260415958332745,0.1140461642323553,-0.3460728186796746,0.8185244524334097,0,0.0014371359,0.1,Low,Legitimate
4,15365,0.9783046062772334,1,6.482112973435156,0.1140461642323553,2.2549221356486013,-1.004628468242637,0,0.0072495537,0.7,Low,Legitimate
4,15365,0.515433258311769,0,3.2228678461377385,0.1140461642323553,-0.2568755156929188,-0.9892561839199048,0,0.00091087807,0.1,Low,Legitimate
13,7243,0.1358182909830165,0,1.0260415958332745,0.4344263114297182,-0.3460728186796746,0.4261100437291415,0,0.00037622414,0.0,None,Legitimate
19,16166,0.8414698374688825,0,4.886582645426277,0.2671306514997965,0.1725189415360175,1.1339510919816378,0,0.008638365,0.9,Low,Legitimate
0,2209,0.1851727661188102,0,1.3056264580524355,0.0864491338167939,-0.3424745411051304,-1.6911588976806058,0,0.002537541,0.3,Low,Legitimate
21,16756,0.9672883742323748,1,6.2166061010848646,0.3098079184139659,1.6458137040021537,1.3667674967379777,0,0.008682998,0.9,Low,Legitimate
5,16570,0.5254804130516455,0,3.258096538021482,0.0990942339314793,-0.2532772381183746,-0.930567750485035,0,0.00023155547,0.0,None,Legitimate
6,16461,0.8653807666244159,0,5.045551885999816,0.0998682098281825,0.2637952493436211,-0.7854575980631884,0,0.00046199458,0.0,None,Legitimate
17,16570,0.6875814147826422,0,4.036538880125714,0.0990942339314793,-0.1308158579980551,0.9115794173952644,0,0.0001711415,0.0,None,Legitimate
15,16856,0.3534586579683786,0,2.4159137783010487,0.4852558275593772,-0.3124489137886564,0.6711400442487478,0,0.00063581386,0.1,Low,Legitimate
0,2209,0.2805233017446902,0,2.149433913499871,0.0864491338167939,-0.3229238996167738,-1.659803649246978,0,0.42979637,43.0,Medium,Legitimate
22,17703,0.4698480023314034,0,3.0086484988205373,0.0783519917195005,-0.2762262528715785,1.4799327788617629,0,0.00021660724,0.0,None,Legitimate
20,16756,0.4070124680924275,0,2.7073833121145063,0.3098079184139659,-0.2972961671136315,1.339392195889276,0,0.0013446534,0.1,Low,Legitimate
2,15838,0.0117307509997998,0,0.3852624007906449,0.3569555631200622,-0.3513502924556727,-1.2770548275346745,0,0.00055639667,0.1,Low,Legitimate
9,16756,0.7488193759282602,0,4.3522115495946965,0.3098079184139659,-0.0467760862014792,-0.4595651704212644,0,0.0007656592,0.1,Low,Legitimate
16,15365,0.3069517252033833,0,2.301584592660462,0.1140461642323553,-0.3172865980833213,0.8207355344250356,0,0.006448518,0.6,Low,Legitimate
8,15649,0.2989743931855607,0,2.2844211223663744,0.1527022786970405,-0.3179662727362908,-0.4822866701256865,0,0.0010247348,0.1,Low,Legitimate
7,16166,0.5747102423746607,0,3.49650756146648,0.2671306514997965,-0.225290634760809,-0.7061955731443332,0,0.007343782,0.7,Low,Legitimate
3,16856,0.2552640911213558,0,1.944480556245719,0.4852558275593772,-0.3292808566651352,-1.1078754682897003,0,0.00011220874,0.0,None,Legitimate
9,16756,0.6948407166958678,0,4.07753744390572,0.3098079184139659,-0.1213403937184221,-0.4105212660546295,0,0.0011085934,0.1,Low,Legitimate
21,16756,0.589590494615652,0,3.58351893845611,0.3098079184139659,-0.2132963761789951,1.362682259534402,0,0.0013101378,0.1,Low,Legitimate
7,17039,0.4889591899075514,0,3.050220458838061,0.2216530591346367,-0.2727878987447918,-0.6090343130551734,0,0.0003009441,0.0,None,Legitimate
13,10276,0.0549582699863416,0,0.688134638736401,0.3045463557541723,-0.3492712876348249,0.4455043914842598,0,0.00028747585,0.0,None,Legitimate
2,15838,0.9951300354275,1,7.299797366758161,0.3569555631200622,5.559940087867412,-1.2786762876618667,0,0.0036859596,0.4,Low,Legitimate
20,15649,0.760551882502888,0,4.406231323370699,0.1527022786970405,-0.0295443347056067,1.2705327852929276,0,0.0003011212,0.0,None,Legitimate
7,17039,0.3023591414536862,0,2.298577071596507,0.2216530591346367,-0.3174065406691394,-0.6033486736481355,0,0.00065870624,0.1,Low,Legitimate
5,16461,0.8378480865989951,0,4.86151637813002,0.0998682098281825,0.159405218819901,-0.8410505167097818,0,0.00030603033,0.0,None,Legitimate
20,15649,0.663013900641487,0,3.9308447596687337,0.1527022786970405,-0.1535249875796226,1.2931068795312413,0,0.00828483,0.8,Low,Legitimate
1,4101,0.2533610480079492,0,1.9387416595767009,0.0384609699624177,-0.3294407801128927,-1.5351828566141976,0,0.00055586157,0.1,Low,Legitimate
13,15838,0.3978834789875249,0,2.63834278867739,0.3569555631200622,-0.3012942533075695,0.5169328687756405,0,0.0017229124,0.2,Low,Legitimate
8,15649,0.0124680924275035,0,0.5128236264286639,0.1527022786970405,-0.3505506752168851,-0.5040395053385391,0,0.0007143673,0.1,Low,Legitimate
0,3492,0.7414248947532891,0,4.323205073865539,0.3033426572565479,-0.0556518375520215,-1.718449966834388,0,0.00052047014,0.1,Low,Legitimate
18,16461,0.7429803340507782,0,4.33033852551513,0.0998682098281825,-0.053492871007295,1.0254817268495915,0,0.0005071348,0.1,Low,Legitimate
22,15441,0.4160571896055925,0,2.769458829230853,0.1531508777822569,-0.2934580043674511,1.5026542785661847,0,0.04994239,5.0,Low,Legitimate
2,16598,0.0830334226335729,0,0.6931471805599453,0.0200864022049431,-0.3492313067728856,-1.2105539043960598,0,0.0022352703,0.2,Low,Legitimate
5,16570,0.0830334226335729,0,0.6931471805599453,0.0990942339314793,-0.3492313067728856,-0.9196808039167438,0,0.00071552454,0.1,Low,Legitimate
16,15365,0.5638011003943021,0,3.4339872044851463,0.1140461642323553,-0.2332868071486848,0.8209250557386034,0,0.0007575492,0.1,Low,Legitimate
12,3328,0.3123799625711446,0,2.312535423847214,0.3686770314875885,-0.3168468086019881,-0.0241925973082649,0,0.0010524598,0.1,Low,Legitimate
13,10276,0.7098333257258425,0,4.140910031369422,0.3045463557541723,-0.1059077810098216,0.4780599415704846,0,0.0011776979,0.1,Low,Legitimate
1,10276,0.2396289417043822,0,1.791759469228055,0.3045463557541723,-0.3332389619971337,-1.3310262860540754,0,0.00041580817,0.0,None,Legitimate
15,16856,0.6770848328868322,0,3.979681653901961,0.4852558275593772,-0.1433298677850809,0.7134875288693158,0,0.00014226137,0.0,None,Legitimate
8,15649,0.9211132451098464,0,5.53338948872752,0.1527022786970405,0.654288327905541,-0.5541152479679327,0,0.0012608279,0.1,Low,Legitimate
22,17703,0.2925753229379896,0,2.203869120054888,0.0783519917195005,-0.3210048182436836,1.4799538367854923,0,0.0001563773,0.0,None,Legitimate
3,15420,0.5584781975162127,0,3.4333418349887226,0.4178968939922066,-0.2333667688725636,-1.0791735182460236,0,0.0005081391,0.1,Low,Legitimate
14,16598,0.372329331793109,0,2.525728644308256,0.0200864022049431,-0.307251401736537,0.6153154884411269,0,0.004943342,0.5,Low,Legitimate
2,15838,0.620941549891681,0,3.713572066704308,0.3569555631200622,-0.1933059452093053,-1.2680420361783329,0,0.00022161957,0.0,None,Legitimate
19,16166,0.8446913172780164,0,4.912581353620868,0.2671306514997965,0.186472262352861,1.1465016145245808,0,0.0012459565,0.1,Low,Legitimate
10,15441,0.1150551074938467,0,0.8285518175661483,0.1531508777822569,-0.3480718617766435,-0.3275741044830646,0,0.00012830245,0.0,None,Legitimate
3,16856,0.7478713655212126,0,4.344714099789901,0.4852558275593772,-0.0490949761939633,-1.132471123206072,0,0.0021851833,0.2,Low,Legitimate
13,10276,0.9162801476087316,0,5.484796933490655,0.3045463557541723,0.6063112935782856,0.4737220092821519,0,0.019850614,2.0,Low,Legitimate
20,15649,0.5444862661381216,0,3.372797907140457,0.1527022786970405,-0.2406432857455307,1.330316230761745,0,0.002090385,0.2,Low,Legitimate
15,15420,0.9730273483446684,1,6.3429485413496325,0.4178968939922066,1.915564579507148,0.7363774919635759,0,0.14020903,14.0,Low,Legitimate
16,15365,0.600638327007412,0,3.639426570394406,0.1140461642323553,-0.2050203377575435,0.8158711540434586,0,0.45489767,45.5,Medium,Legitimate
20,15649,0.4894138837879687,0,3.054944133185837,0.1527022786970405,-0.2723880901253981,1.2703011481319,0,0.00038829964,0.0,None,Legitimate
3,16856,0.3552932336634984,0,2.4406063908914204,0.4852558275593772,-0.3113294496543538,-1.0901868123566931,0,0.0005672984,0.1,Low,Legitimate
6,16453,0.4160571896055925,0,2.769458829230853,0.1590786990501735,-0.2934580043674511,-0.750396155053121,0,0.0045933644,0.5,Low,Legitimate
0,4220,0.2396289417043822,0,1.791759469228055,0.4758500101408589,-0.3332389619971337,-1.868382383790352,0,0.00020836233,0.0,None,Legitimate
14,15838,0.7926244790331698,0,4.59511985013459,0.3569555631200622,0.038583054039096,0.558395920599558,0,0.00010910125,0.0,None,Legitimate
9,16756,0.2346940208632512,0,1.790091412127358,0.3098079184139659,-0.3332789428590731,-0.4271359678774182,0,0.0011140014,0.1,Low,Legitimate
21,16756,0.0405204226019725,0,0.636576829071551,0.3098079184139659,-0.3496710962542187,1.392563453306946,0,0.0009857621,0.1,Low,Legitimate
10,15441,0.0830334226335729,0,0.6931471805599453,0.1531508777822569,-0.3492313067728856,-0.3022835380836106,0,0.047594175,4.8,Low,Legitimate
8,15649,0.6865702036817916,0,4.028204759717555,0.1527022786970405,-0.1326949585092059,-0.5508091539423587,0,0.00037966986,0.0,None,Legitimate
11,10938,0.2099983497596618,0,1.589235205116581,0.1895173032139089,-0.3376368568104655,-0.2154617185457679,0,0.00031991498,0.0,None,Legitimate
4,15365,0.0830334226335729,0,0.6931471805599453,0.1140461642323553,-0.3492313067728856,-0.9761581553599876,0,0.0013611199,0.1,Low,Legitimate
3,16598,0.5709287341954377,0,3.4688560301359703,0.0200864022049431,-0.2288889123353531,-1.1709860657078217,0,0.00019618508,0.0,None,Legitimate
9,16756,0.1150551074938467,0,0.8285518175661483,0.3098079184139659,-0.3480718617766435,-0.4724105038964242,0,0.0013837136,0.1,Low,Legitimate
20,15649,0.1150551074938467,0,0.8285518175661483,0.1527022786970405,-0.3480718617766435,1.304562390040236,0,0.0014819793,0.1,Low,Legitimate
6,16461,0.4145456396788,0,2.766319109226186,0.0998682098281825,-0.2936579086771479,-0.8236566717089916,0,0.0002575181,0.0,None,Legitimate
4,15365,0.6041459655134881,0,3.661508257317805,0.1140461642323553,-0.2016219644926963,-0.9633549377322872,0,0.00013117757,0.0,None,Legitimate
17,16570,0.2484208604423346,0,1.8702625307159984,0.0990942339314793,-0.3312798997621042,0.921308178158418,0,0.00026661713,0.0,None,Legitimate
2,15838,0.2346940208632512,0,1.790091412127358,0.3569555631200622,-0.3332789428590731,-1.2676208777037372,0,0.00087369647,0.1,Low,Legitimate
10,17703,0.0830334226335729,0,0.6931471805599453,0.0783519917195005,-0.3492313067728856,-0.3470316260093723,0,0.0003493265,0.0,None,Legitimate
8,17039,0.4535527567791522,0,2.9156062290747062,0.2216530591346367,-0.2834228080206668,-0.5764577050452189,0,0.0012680232,0.1,Low,Legitimate
18,16453,0.739908078102013,0,4.314817884980432,0.1590786990501735,-0.0581706318542024,1.0975840577003246,0,0.0009980211,0.1,Low,Legitimate
1,10276,0.7786711703012917,0,4.5107496103686,0.3045463557541723,0.0065583836256529,-1.3897357774126748,0,0.8622157,86.2,Critical,Legitimate
17,16461,0.7177650127981405,0,4.18950321539533,0.0998682098281825,-0.0933937712227958,0.9692781284148346,0,0.0004621214,0.0,None,Legitimate
18,16166,0.8933892074281882,0,5.272999558563747,0.2671306514997965,0.4223993286571397,1.122200770540426,0,0.0005671562,0.1,Low,Legitimate
17,16570,0.3844796651767688,0,2.5649493574615367,0.0990942339314793,-0.305252358639568,0.9184232426074396,0,0.00021462727,0.0,None,Legitimate
8,15649,0.7066715354608559,0,4.119362325197389,0.1527022786970405,-0.1112652165096985,-0.515600305466183,0,0.015537089,1.6,Low,Legitimate
16,15365,0.6546924759574028,0,3.89079936897652,0.1140461642323553,-0.1615211599674986,0.8142075780688067,0,0.014041079,1.4,Low,Legitimate
17,16570,0.8115952206230886,0,4.689511334421843,0.0990942339314793,0.0777642987396879,0.9473778877358736,0,0.0002240636,0.0,None,Legitimate
16,15365,0.6372736625153174,0,3.810211739281461,0.1140461642323553,-0.1766739066425234,0.8554600506554266,0,0.00018921214,0.0,None,Legitimate
4,15420,0.8367613857805462,0,4.853591544486569,0.4178968939922066,0.1553271709020843,-1.0626009322706944,0,0.0005747994,0.1,Low,Legitimate
19,16166,0.2706394154638053,0,2.0781907597781832,0.2671306514997965,-0.3252827704711972,1.140247411176839,0,0.00059135293,0.1,Low,Legitimate
22,15441,0.2346940208632512,0,1.790091412127358,0.1531508777822569,-0.3332789428590731,1.530661317126779,0,0.0013867352,0.1,Low,Legitimate
16,16570,0.7342147489352439,0,4.2740237421222265,0.0990942339314793,-0.0701249095740769,0.8875733843433262,0,0.07141582,7.1,Low,Legitimate
5,16570,0.1150551074938467,0,0.8285518175661483,0.0990942339314793,-0.3480718617766435,-0.917659243238686,0,0.0011847301,0.1,Low,Legitimate
9,16756,0.708449932761484,0,4.130033404630607,0.3098079184139659,-0.1086264796216994,-0.4205448377500002,0,0.00016728706,0.0,None,Legitimate
10,17703,0.4849933463714024,0,3.044522437723423,0.0783519917195005,-0.2732676690880644,-0.3546967102470086,0,0.00075655,0.1,Low,Legitimate
9,17703,0.500196624380721,0,3.1354942159291497,0.0783519917195005,-0.2652714967001885,-0.3804294930447879,0,0.00020435468,0.0,None,Legitimate
5,16570,0.4723777856583581,0,3.026261478588814,0.0990942339314793,-0.2747869418417608,-0.8652460710752877,0,0.00041600797,0.0,None,Legitimate
